X_u,Y_u,Z_u,RxTime_s
,,,347150.0
,,,0.0
,,,347150.0
,,,0.0
,,,347150.0
,,,0.0
,,,347151.0
,,,0.0
,,,347151.0
,,,0.0
,,,347151.0
,,,0.0
,,,347152.0
,,,0.0
,,,347152.0
,,,0.0
,,,347152.0
,,,0.0
,,,347153.0
,,,0.0
,,,347153.0
,,,0.0
,,,347153.0
,,,0.0
,,,347154.0
,,,0.0
,,,347154.0
,,,0.0
,,,347154.0
,,,0.0
,,,347155.0
,,,0.0
,,,347155.0
,,,0.0
,,,347155.0
-2894281.5493900306,-5595216.0639919955,1861511.8538013464,0.0
,,,347156.0
,,,0.0
,,,347156.0
,,,0.0
,,,347156.0
-2893287.9354574736,-5594212.268438219,1859594.8246838772,0.0
-2700329.667851058,-4292566.858782392,3855201.933929431,347157.0
-2700319.1253140485,-4292559.457755348,3855205.9995958963,347158.0
-2700324.1302274363,-4292564.17033453,3855211.2073895214,347159.0
-2700323.1945714494,-4292565.229014792,3855212.3170816503,347160.0
-2700317.334590831,-4292555.57914707,3855206.6005193647,347161.0
-2700316.9995271172,-4292559.65258449,3855217.489610166,347162.0
-2700320.1634343024,-4292562.66118135,3855228.316891439,347163.0
-2700314.9309394117,-4292559.603932256,3855224.869435336,347164.0
-2700316.2618191144,-4292562.809115455,3855227.3297690507,347165.0
-2700311.520224508,-4292559.062925747,3855224.079898827,347166.0
-2700310.275471752,-4292557.632198003,3855225.79893358,347167.0
-2700303.5421537347,-4292555.559717961,3855226.8126291973,347168.0
-2700299.9108816707,-4292554.651772415,3855226.8584221303,347169.0
-2700296.6686430676,-4292549.153182896,3855228.4446148085,347170.0
-2700291.353324644,-4292543.381247957,3855226.199855414,347171.0
-2700292.0286751436,-4292541.4408862,3855230.6798190437,347172.0
-2700295.321848112,-4292541.28751593,3855235.777474002,347173.0
-2700291.1550015067,-4292545.737541377,3855242.0937844007,347174.0
-2700289.4729284034,-4292540.505170287,3855244.677077838,347175.0
-2700287.9471753445,-4292543.6125066895,3855251.2933246107,347176.0
-2700287.230801025,-4292540.70553174,3855253.007712183,347177.0
-2700289.508838289,-4292541.921887042,3855259.477599787,347178.0
-2700283.8236849583,-4292541.0850188965,3855257.0349526154,347179.0
-2700282.8749872786,-4292533.176046115,3855262.2780844006,347180.0
-2700273.83453415,-4292526.409909026,3855254.3293218384,347181.0
-2700272.1155888517,-4292527.533148512,3855258.5858656066,347182.0
-2700267.9357057014,-4292527.602509629,3855263.227863287,347183.0
-2700269.140342496,-4292525.784120611,3855266.3645311194,347184.0
-2700270.0721926694,-4292529.701896385,3855269.1862017945,347185.0
-2700271.1567716463,-4292531.3672489785,3855275.314250958,347186.0
-2700265.606903183,-4292527.708960733,3855273.4049611776,347187.0
-2700260.7929314664,-4292520.024786572,3855278.304411007,347188.0
-2700269.336184454,-4292527.7554305205,3855298.7834399305,347189.0
-2700262.4101910824,-4292532.495645155,3855303.9132557996,347190.0
-2700260.4427550077,-4292524.629127627,3855300.4245884703,347191.0
-2700250.7969040503,-4292513.819334556,3855295.2019805894,347192.0
-2700250.42753921,-4292516.310391632,3855295.7238113754,347193.0
-2700252.968340368,-4292517.801867099,3855300.9788155025,347194.0
-2700247.3482891875,-4292512.092947757,3855297.850748545,347195.0
-2700247.019980181,-4292512.130182531,3855300.2982273656,347196.0
-2700245.599269405,-4292511.831692743,3855306.3940345035,347197.0
-2700244.0638605594,-4292513.74849286,3855310.4811648848,347198.0
-2700235.827865067,-4292509.221953941,3855304.069613303,347199.0
-2700240.069468866,-4292514.93989627,3855314.681981977,347200.0
-2700236.829395513,-4292508.022312772,3855320.9296541335,347201.0
-2700236.609098448,-4292510.399737558,3855330.5727635957,347202.0
-2700228.352013109,-4292503.025390514,3855323.099635529,347203.0
-2700227.0882749357,-4292503.236431903,3855326.7375082728,347204.0
-2700231.1110822433,-4292508.686816811,3855333.3304978455,347205.0
-2700230.1289952016,-4292504.254778384,3855337.321616611,347206.0
-2700227.886134763,-4292500.981396375,3855338.099371803,347207.0
-2700220.530186771,-4292500.503677424,3855343.9701134674,347208.0
-2700218.174837931,-4292498.901848744,3855349.1309138006,347209.0
-2700216.604386842,-4292498.787063547,3855350.835726446,347210.0
-2700213.8770727282,-4292494.476779402,3855353.140002925,347211.0
-2700208.641759241,-4292488.38240024,3855351.479332257,347212.0
-2700201.2062485334,-4292479.8633331945,3855349.614090039,347213.0
-2700203.8498326526,-4292475.532128323,3855349.0856725266,347214.0
-2700195.5875680908,-4292472.067311131,3855347.791753745,347215.0
-2700200.47877296,-4292484.157462597,3855361.43883682,347216.0
-2700199.7253320124,-4292489.1079972405,3855362.959129614,347217.0
-2700196.361954668,-4292479.620713187,3855359.945967066,347218.0
-2700195.013248497,-4292482.03301423,3855365.393009445,347219.0
-2700189.7119045737,-4292483.419357507,3855364.895029436,347220.0
-2700193.7666702517,-4292491.96712804,3855364.6561411205,347221.0
-2700187.4619766064,-4292491.258578419,3855360.869967733,347222.0
-2700186.717211563,-4292492.165139579,3855360.800654426,347223.0
-2700182.9992401046,-4292495.07409907,3855358.367839137,347224.0
-2700175.8689981145,-4292494.282919186,3855352.192729077,347225.0
-2700171.3626678893,-4292491.9028521795,3855350.276024427,347226.0
-2700174.1479572873,-4292500.728170499,3855353.1845803,347227.0
-2700171.4016320896,-4292503.244087645,3855354.6745038917,347228.0
-2700167.922717179,-4292510.22678345,3855354.10197627,347229.0
-2700165.871660797,-4292510.832589757,3855354.392954864,347230.0
-2700160.160783879,-4292510.491261053,3855353.58313132,347231.0
-2700158.252266729,-4292513.8048986,3855351.6377363023,347232.0
-2700153.664648602,-4292515.54744492,3855347.825689714,347233.0
-2700151.9705604203,-4292515.804526229,3855345.9982508942,347234.0
-2700149.9454142917,-4292520.125229716,3855345.1854345617,347235.0
-2700145.084568348,-4292523.007208189,3855347.925910954,347236.0
-2700137.994558999,-4292524.732445768,3855340.661510796,347237.0
-2700134.989302335,-4292531.166442552,3855344.943097871,347238.0
-2700132.910629366,-4292530.41642839,3855344.688856437,347239.0
-2700125.12287451,-4292530.156537536,3855339.998148748,347240.0
-2700127.167668561,-4292537.905554011,3855341.8363810717,347241.0
-2700122.6245044568,-4292535.181939025,3855340.656922552,347242.0
-2700115.708919465,-4292538.321513262,3855337.3767549302,347243.0
-2700114.8774145623,-4292543.085372546,3855336.8915194985,347244.0
-2700109.077799364,-4292546.576072518,3855335.50491781,347245.0
-2700103.878757316,-4292550.682963692,3855337.2622694457,347246.0
-2700104.1751142824,-4292555.258426563,3855338.957978139,347247.0
-2700101.336414217,-4292559.504855735,3855338.514775529,347248.0
-2700097.9809707925,-4292561.709033207,3855335.3073641956,347249.0
-2700092.6520215636,-4292562.066953413,3855332.111853035,347250.0
-2700088.2647331576,-4292564.611557129,3855329.93802325,347251.0
-2700085.856333435,-4292566.760983115,3855330.9629890257,347252.0
-2700085.44661813,-4292570.76623206,3855332.453026098,347253.0
-2700076.4616028387,-4292569.694808274,3855326.621185479,347254.0
-2700076.657097123,-4292576.513983933,3855330.8869186225,347255.0
-2700071.8324203426,-4292573.7899123775,3855325.9368092474,347256.0
-2700071.325497779,-4292582.226839105,3855328.3237165366,347257.0
-2700070.0448624115,-4292586.984166885,3855324.8385377564,347258.0
-2700064.8123699087,-4292585.053868972,3855318.379294323,347259.0
-2700060.6766078374,-4292581.257855785,3855317.525242021,347260.0
-2700059.135406494,-4292589.2796749035,3855322.563391013,347261.0
-2700057.4923824053,-4292597.59423712,3855318.75376182,347262.0
-2700054.5040730657,-4292601.34220061,3855318.151679447,347263.0
-2700050.863932018,-4292604.266784364,3855318.0915897912,347264.0
-2700049.3762684884,-4292608.751636398,3855320.7343824655,347265.0
-2700046.8036092413,-4292612.897724636,3855317.9879596694,347266.0
-2700040.3336439705,-4292615.3854282005,3855317.6979755806,347267.0
-2700039.957702263,-4292619.24399002,3855317.1168394587,347268.0
-2700036.8767071543,-4292620.057005319,3855314.91747576,347269.0
