X_u,Y_u,Z_u,RxTime_s
,,,315337.0
,,,0.0
,,,315337.0
-790474.8393596071,-2728696.914268525,-947155.7478810592,0.0
-2695064.953353147,-4298803.471910648,3851606.8336941274,315338.0
-2695078.6003423645,-4298808.725833794,3851607.2066611173,315339.0
-2695084.2272077207,-4298809.56301263,3851605.981757578,315340.0
-2695101.780775037,-4298819.9585474795,3851605.8803516407,315341.0
-2695106.932135596,-4298825.727004887,3851608.925053464,315342.0
-2695198.675952046,-4298892.917613624,3851640.342380533,315343.0
-2695188.51145258,-4298878.4253053935,3851632.4189700535,315344.0
-2695148.0325012114,-4298845.046303303,3851615.528750185,315345.0
-2695157.3723885687,-4298846.4924956085,3851616.173675642,315346.0
-2695159.4272782076,-4298843.8190203,3851615.6230518,315347.0
-2695161.491820287,-4298837.352241696,3851616.706321585,315348.0
-2695165.442608532,-4298834.7119770525,3851620.1356757213,315349.0
-2693496.9024105375,-4188326.567060733,3789599.3922649687,315350.0
-2693520.1491660597,-4188338.48120332,3789616.5252712215,315351.0
-2693536.3591363225,-4188345.3673949847,3789638.627326604,315352.0
-2693557.045462926,-4188349.3742296603,3789657.3247672957,315353.0
-2693580.287035177,-4188360.8640373456,3789678.800037209,315354.0
-2693600.894603783,-4188368.6440066984,3789690.122470886,315355.0
-2693621.0849427884,-4188382.5771377934,3789703.904198588,315356.0
-2693653.69893167,-4188398.9619592596,3789724.9358702186,315357.0
-2693671.246281307,-4188406.4976785867,3789737.1140862624,315358.0
-2693691.100346629,-4188418.1044425126,3789748.4492875203,315359.0
-2693716.2828515093,-4188430.236417167,3789768.4782576915,315360.0
-2693742.9258978385,-4188443.5156601495,3789783.5470169075,315361.0
-2693772.9911680846,-4188459.0069586895,3789806.263345354,315362.0
-2693805.584362134,-4188481.440793622,3789824.3167656627,315363.0
-2693828.0270502507,-4188491.856538232,3789837.5288665043,315364.0
-2693852.2608921346,-4188506.726725365,3789853.8265644396,315365.0
-2693872.7545525134,-4188517.048003138,3789870.638646463,315366.0
-2693897.6739488645,-4188530.8561387714,3789894.1895266,315367.0
-2693915.363596086,-4188539.535377868,3789913.725029327,315368.0
-2693929.362658354,-4188548.1491904263,3789930.4827446966,315369.0
-2693951.132418402,-4188561.0506501654,3789952.902955198,315370.0
-2693970.885387483,-4188569.761282946,3789971.8340688124,315371.0
-2693988.9463830986,-4188581.98654099,3789994.613311257,315372.0
-2694010.2329342244,-4188588.6053515743,3790017.754582617,315373.0
-2694034.25197988,-4188594.2039831867,3790039.3905885266,315374.0
-2694056.885621466,-4188598.689774325,3790059.0952315433,315375.0
-2694095.216528653,-4188614.3127830294,3790091.848415492,315376.0
-2694116.954113559,-4188613.5987830427,3790113.946699035,315377.0
-2694135.642624458,-4188612.090945081,3790136.6153339203,315378.0
-2694152.189817185,-4188607.0646588732,3790157.6275681565,315379.0
-2694179.233609365,-4188616.416638042,3790187.1048887493,315380.0
-2694206.1986373654,-4188621.7870452288,3790210.024645679,315381.0
