Stops_per_s,Avg_Stop_Duration,Avg_Percent_Stop_Time,Max_speed,Avg_Speed,Max_Accel,Min_Accel,Avg_Accel
0.008620697086807834,21.015900000000002,0.18117170790664477,21.737465,12.81571550779076,2.89782044458807,-2.87647568,0.006299151808575237
0.010599845242259464,46.5,0.49289280376506506,15.985242,10.0988597078125,10.028826154676171,-5.571764002699171,0.08744381461235637
0.007754148684939461,31.77777777777778,0.246409613765854,18.659613,10.474159325157592,43.22765874638056,-43.696961532920085,0.122039071342949
0.018651453297926657,7.127,0.13292890765432328,7.9919047,3.518934276330276,5.346783247692215,-5.184218658984761,0.02822828585123834
0.008239485592435494,25.2346,0.2079201231308727,16.46929,9.11991212754737,21.540475627012526,-22.311535525662258,0.08920701951563935
0.004843025437991113,13.3325,0.06456963665201651,15.208259,7.871445782784974,17.99961036870544,-15.478163659484395,-0.06142138703314816
0.009160291358333805,41.3335,0.3786269028596903,18.668821,9.687953519304347,17.03872198590129,-15.879587243641742,0.16473725731107075
0.005336179295624333,65.3956,0.34896264674493066,32.117985,21.37566068242702,50.905011160031684,-48.04565672036474,0.26364657464909497
0.007086038681672872,43.315999999999995,0.3069388515353421,28.156094,10.876838801843974,6.9520761741098855,-7.507474693368245,0.013654786581425937
0.006581588663871685,22.938333333333333,0.15097067463477667,34.427708,18.09679554141325,82.71766223159156,-24.668219150187134,0.05001077117691015
0.013974507005595042,17.88,0.24986418526003937,18.98117,11.535766257685184,24.234629900910626,-25.16704310130648,0.1060261016777602
0.0089234855729547,22.00016666666667,0.1963181698525989,18.361755,10.71987246228704,14.503754508217492,-14.825820573566991,0.2506761023648386
